3.010640000000000214e+02,-1.345526941676491042e-07,2.280000000000000082e-01
3.044680000000000177e+02,5.247555072538336055e-06,2.279912976699520200e-01
3.078740000000000236e+02,-2.321033974391950615e-06,2.279863138045218895e-01
3.112579999999999814e+02,-3.666560916068449016e-06,2.279964448150765266e-01
3.146639999999999873e+02,-1.345526941676491042e-07,2.280029181115547643e-01
3.180679999999999836e+02,7.064016443801613640e-07,2.280019448246415059e-01
3.214540000000000077e+02,4.911173337119213784e-06,2.279924342701978301e-01
3.248580000000000041e+02,-4.709344295867719310e-07,2.279848769835771949e-01
3.282620000000000005e+02,3.363817354191575683e-08,2.279856212618049938e-01
3.316680000000000064e+02,-4.171133519197136657e-06,2.279926674163786360e-01
3.350720000000000027e+02,5.382107766706034049e-07,2.279988506508864310e-01
3.384780000000000086e+02,-6.391252972963367192e-07,2.279990225083150523e-01
3.420620000000000118e+02,-3.666560916068449016e-06,2.280067382980094093e-01
3.454680000000000177e+02,-2.321033974391950615e-06,2.280169351721078597e-01
3.488720000000000141e+02,-4.171133519197136657e-06,2.280279848411819466e-01
3.523980000000000246e+02,-2.993797445230203627e-06,2.280406166144722246e-01
3.558620000000000232e+02,-3.330179180649326321e-06,2.280515697419882581e-01
3.592679999999999723e+02,-5.853042196292758176e-06,2.280672087679931903e-01
3.626720000000000255e+02,-6.391252972963367192e-07,2.280782584370672772e-01
3.662579999999999814e+02,-5.684851328583193229e-06,2.280895973271574728e-01
3.696619999999999777e+02,-4.339324386906693981e-06,2.281066584742252323e-01
3.730679999999999836e+02,-3.498370048358884068e-06,2.281200060678484909e-01
3.764719999999999800e+02,-1.311888768134582320e-06,2.281281931283541675e-01
3.798580000000000041e+02,-4.339324386906693981e-06,2.281377606322256557e-01
3.832620000000000005e+02,-6.189423931711880447e-06,2.281556805618639439e-01
3.866659999999999968e+02,-1.143697900425017373e-06,2.281681615352222359e-01
3.900720000000000027e+02,5.382107766706034049e-07,2.281691926797939918e-01
3.934759999999999991e+02,-5.348469593164069264e-06,2.281773797402996684e-01
3.970620000000000118e+02,-4.339324386906693981e-06,2.281947499549059344e-01
4.004660000000000082e+02,-5.348469593164069264e-06,2.282112385802600174e-01
4.038720000000000141e+02,-4.843896990035382046e-06,2.282285961805511909e-01
4.072559999999999718e+02,-2.657415709811080509e-06,2.282412884016393473e-01
4.106619999999999777e+02,-2.993797445230203627e-06,2.282509124176423654e-01
4.140659999999999741e+02,-4.339324386906693981e-06,2.282633933910006852e-01
4.174719999999999800e+02,-4.171133519197136657e-06,2.282778867008147805e-01
